trialnum	subject	basicShape	numObjects	speed	initialDirRing0	orderCorrect	trialDurTotal	numTargets	whichIsTargetEachRing0	whichIsTargetEachRing1	whichIsTargetEachRing2	ringToQuery	Direction0	Direction1	Direction2	respAdj0	respAdj1	respAdj2	rev0_0	rev0_1	rev0_2	rev0_3	rev1_0	rev1_1	rev1_2	rev1_3	rev2_0	rev2_1	rev2_2	rev2_3	timingBlips
106	M13b	circle	4	0.34	-1	3 	 2.538048872441819 	 2 	 2.0	1.0	2.0	0	-1	1	-1	0.0	-999	-999	1.8997 	2.5723 	3.5441 	-999	1.8935 	2.7922 	-999	-999	2.5812 	3.9693 	-999	-999	65
107	M13b	circle	4	0.19	1	0 	 2.3287608149736694 	 2 	 2.0	1.0	0.0	0	1	-1	-1	1.0	-999	-999	2.2166 	2.9732 	-999	-999	2.5566 	-999	-999	-999	2.3231 	3.542 	-999	-999	60
108	M13b	circle	8	0.45	1	3 	 2.558480151678146 	 2 	 3.0	2.0	2.0	2	1	-1	-1	-999	-999	0.0	2.6295 	3.2071 	-999	-999	2.6349 	3.3854 	-999	-999	1.918 	2.7852 	-999	-999	132
109	M13b	circle	8	0.59	1	3 	 2.99792676023838 	 2 	 2.0	4.0	6.0	2	1	-1	-1	-999	-999	-0.0	2.4238 	3.8145 	-999	-999	2.2792 	2.8901 	3.5515 	-999	1.7191 	2.893 	3.4448 	-999	155
110	M13b	circle	4	0.48	1	3 	 2.8933175597704857 	 2 	 2.0	1.0	1.0	2	1	-1	-1	-999	-999	0.0	1.7978 	2.4525 	3.1334 	-999	2.3196 	2.8772 	3.9768 	-999	2.3116 	3.4666 	-999	-999	79
111	M13b	circle	4	0.77	1	3 	 2.3539599100494506 	 2 	 3.0	1.0	3.0	1	1	-1	-1	-999	-0.0	-999	1.9915 	2.7115 	-999	-999	1.7251 	2.3073 	2.8979 	-999	2.6904 	-999	-999	-999	64
112	M13b	circle	8	0.42	1	3 	 2.39965050778832 	 3 	 2.0	0.0	2.0	0	1	-1	-1	-0.0	-999	-999	1.996 	3.3256 	-999	-999	2.0061 	2.567 	-999	-999	2.1954 	2.9489 	-999	-999	122
113	M13b	circle	8	0.18	1	3 	 2.7631330591015915 	 2 	 5.0	7.0	2.0	0	1	-1	-1	0.0	-999	-999	1.9155 	2.6923 	3.3386 	-999	1.9828 	3.4405 	-999	-999	2.578 	3.6421 	-999	-999	143
114	M13b	circle	4	0.19	1	3 	 2.867242884054823 	 3 	 3.0	0.0	1.0	2	1	-1	-1	-999	-999	0.0	2.3645 	3.1429 	-999	-999	1.7167 	2.2441 	3.493 	-999	2.3914 	2.9368 	4.3645 	-999	76
115	M13b	circle	4	0.19	-1	3 	 2.758024414962585 	 2 	 2.0	0.0	2.0	2	-1	1	-1	-999	-999	0.0	2.2685 	3.138 	-999	-999	2.4106 	3.1597 	-999	-999	2.0546 	2.8612 	-999	-999	72
116	M13b	circle	8	0.32	-1	3 	 2.829684200297125 	 2 	 2.0	5.0	3.0	1	-1	1	-1	-999	-0.0	-999	1.8516 	2.6638 	3.3821 	-999	2.5799 	3.5103 	-999	-999	1.7545 	2.6786 	4.0858 	-999	148
117	M13b	circle	4	0.62	-1	3 	 2.282978078564605 	 2 	 0.0	2.0	2.0	1	-1	1	-1	-999	-0.0	-999	1.9734 	2.8777 	-999	-999	2.0299 	2.6405 	-999	-999	2.3061 	2.9041 	-999	-999	56
118	M13b	circle	4	0.75	1	3 	 2.640014862543929 	 3 	 2.0	1.0	1.0	2	1	-1	-1	-999	-999	0.0	2.171 	3.1774 	-999	-999	2.6382 	3.3114 	-999	-999	1.8566 	2.8993 	-999	-999	69
119	M13b	circle	4	0.34	1	0 	 2.812778019798929 	 2 	 2.0	2.0	1.0	1	1	-1	-1	-999	-2.0	-999	1.978 	2.8545 	3.4086 	-999	2.3118 	3.3163 	-999	-999	2.5565 	3.4738 	-999	-999	74
